salary,commission,age,elevel,car,zipcode,hvalue,hyears,loan,target
55859.184794984096,12427.185027443002,79.0,4.0,5.0,8.0,0.0,24.0,268447.39571778016,0.0
27862.12365313848,25144.990930193457,69.0,4.0,8.0,2.0,0.0,24.0,235469.714228826,1.0
20000.0,59983.31168756829,39.0,1.0,2.0,6.0,300000.0,13.0,473708.90302349516,0.0
30731.654792833462,19357.749127755193,46.0,4.0,0.0,0.0,900000.0,5.0,466540.40692919685,1.0
27873.79629503505,21678.284204271222,44.0,1.0,11.0,2.0,700000.0,24.0,305707.1401779578,0.0
45699.253531146096,10000.0,80.0,4.0,5.0,4.0,0.0,11.0,399111.73007377365,1.0
55688.47641455066,51343.744311377865,50.0,1.0,15.0,0.0,0.0,5.0,107446.83861993215,0.0
24980.756420406575,16654.749701187964,47.0,4.0,3.0,4.0,500000.0,19.0,356327.3435906507,1.0
54860.0250442235,0.0,44.0,3.0,13.0,6.0,0.0,4.0,428886.88242533704,0.0
27659.076852695074,17579.29638820003,62.0,4.0,18.0,5.0,400000.0,4.0,332077.2221735081,1.0
126577.1095180384,0.0,72.0,1.0,7.0,0.0,0.0,29.0,499289.96895947546,0.0
25580.128075792036,10000.0,67.0,4.0,8.0,6.0,0.0,14.0,462062.69691612455,1.0
71657.29469648674,0.0,35.0,2.0,6.0,3.0,600000.0,30.0,461007.9631935885,0.0
43964.9160076995,10000.0,78.0,4.0,11.0,7.0,200000.0,23.0,361724.7421984217,1.0
27541.181323891047,30669.337628021385,38.0,0.0,10.0,3.0,600000.0,1.0,500000.0,0.0
20000.0,10000.0,58.0,4.0,14.0,7.0,200000.0,12.0,104788.19545341503,1.0
53375.54735864961,43237.39064026884,79.0,4.0,7.0,6.0,300000.0,4.0,85027.96997401523,0.0
28785.30968343295,10000.0,80.0,4.0,16.0,8.0,100000.0,8.0,275908.15440678113,1.0
85662.30260962484,0.0,63.0,3.0,12.0,3.0,0.0,20.0,408811.7457990573,0.0
20000.0,12386.23253711034,38.0,3.0,13.0,8.0,100000.0,11.0,326639.51199162315,1.0
103158.368156527,0.0,72.0,4.0,16.0,4.0,0.0,16.0,158661.62299720285,0.0
34038.193443285214,15062.90139228941,45.0,4.0,16.0,3.0,600000.0,17.0,363309.33064282354,1.0
23366.43544014688,75000.0,20.0,3.0,9.0,5.0,0.0,29.0,206084.08210276125,0.0
41497.43075842913,23221.964857621977,78.0,4.0,9.0,2.0,0.0,18.0,158529.37185946602,1.0
111349.67975003441,0.0,80.0,4.0,2.0,0.0,0.0,21.0,0.0,0.0
42098.012391712735,10000.0,32.0,4.0,3.0,5.0,400000.0,6.0,240989.6006193299,1.0
60603.98263142914,34670.95348463484,80.0,3.0,5.0,0.0,0.0,26.0,281530.7965390561,0.0
20000.0,15885.793088089036,64.0,3.0,3.0,5.0,0.0,7.0,305315.1589576205,1.0
134972.10671294143,0.0,44.0,0.0,14.0,6.0,300000.0,29.0,261857.00803506898,0.0
41810.41846282825,10000.0,67.0,4.0,14.0,5.0,400000.0,1.0,143412.45645979795,1.0
73362.59436084988,69425.39289669764,34.0,0.0,8.0,4.0,500000.0,24.0,73285.48773349143,0.0
20000.0,10441.85188970349,46.0,3.0,1.0,4.0,0.0,13.0,290193.3527548653,1.0
124515.36626848561,0.0,28.0,1.0,1.0,2.0,0.0,14.0,131946.96778330638,0.0
20000.0,15170.98898373006,52.0,3.0,5.0,0.0,0.0,14.0,90750.09754345086,1.0
28718.43546915234,48699.49857007818,31.0,3.0,1.0,0.0,900000.0,25.0,190696.09306630318,0.0
52117.515408781095,10576.531171463315,35.0,4.0,4.0,7.0,200000.0,6.0,344139.3678111738,1.0
76915.58010614647,0.0,55.0,4.0,3.0,2.0,700000.0,10.0,0.0,0.0
20000.0,12709.298164740616,32.0,4.0,9.0,2.0,0.0,6.0,30395.039127189517,1.0
22213.824583590456,56191.66723235411,77.0,0.0,2.0,0.0,0.0,3.0,252510.22800806627,0.0
20000.0,10000.0,62.0,4.0,17.0,8.0,0.0,6.0,483718.0613641027,1.0
122896.49778972656,0.0,28.0,4.0,2.0,6.0,300000.0,12.0,352774.97709418077,0.0
29961.749851196917,10000.0,52.0,4.0,0.0,5.0,400000.0,19.0,0.0,1.0
65865.31754460049,25521.219956367677,48.0,4.0,2.0,8.0,100000.0,24.0,417619.3530468763,0.0
27799.892029593782,10000.0,61.0,4.0,2.0,6.0,300000.0,10.0,239661.45258229677,1.0
51914.73681478655,0.0,47.0,3.0,4.0,0.0,900000.0,25.0,410493.0066998635,0.0
20000.0,14907.979430618534,58.0,4.0,9.0,7.0,0.0,17.0,280355.4617607377,1.0
75136.96255923768,0.0,80.0,1.0,9.0,1.0,0.0,30.0,104293.86042358271,0.0
45613.181933046464,10000.0,63.0,3.0,9.0,0.0,0.0,2.0,280418.35609140556,1.0
96661.2675710528,0.0,42.0,1.0,11.0,7.0,200000.0,25.0,157555.53039979984,0.0
26066.600542792865,10000.0,56.0,4.0,3.0,3.0,600000.0,1.0,240777.45925360767,1.0
86726.2004173643,0.0,29.0,1.0,15.0,5.0,400000.0,15.0,312990.60704894725,0.0
20000.0,18783.01128549514,68.0,4.0,12.0,4.0,500000.0,11.0,231430.78885951923,1.0
52023.850350308414,19943.816194233747,56.0,3.0,15.0,2.0,700000.0,15.0,379638.46742163145,0.0
20000.0,10000.0,47.0,4.0,8.0,2.0,0.0,10.0,432024.0872618067,1.0
72035.04833779534,0.0,52.0,1.0,8.0,3.0,0.0,1.0,170861.86461858018,0.0
22767.442890334863,10000.0,80.0,3.0,4.0,7.0,0.0,6.0,0.0,1.0
96710.7374720874,0.0,57.0,3.0,4.0,6.0,300000.0,1.0,402227.81711152167,0.0
20000.0,10000.0,31.0,4.0,6.0,1.0,0.0,1.0,325374.9875711996,1.0
67454.9948121819,0.0,67.0,1.0,15.0,8.0,100000.0,16.0,141576.81614357512,0.0
40024.04280730425,16837.629966467655,51.0,4.0,10.0,1.0,0.0,4.0,366630.52441229223,1.0
46537.953011523015,67688.67839928287,46.0,1.0,19.0,4.0,0.0,7.0,391648.02732243156,0.0
42811.37488199682,10000.0,62.0,4.0,13.0,4.0,0.0,3.0,441327.1440676037,1.0
134753.51898637137,0.0,57.0,2.0,18.0,6.0,300000.0,16.0,228330.11398038556,0.0
49846.268044484474,15984.571568858259,79.0,4.0,13.0,6.0,300000.0,3.0,127981.8114074146,1.0
39498.1513406607,75000.0,75.0,0.0,6.0,8.0,0.0,9.0,248663.4518383891,0.0
20000.0,20768.73676136764,54.0,4.0,5.0,8.0,100000.0,17.0,195601.75881605706,1.0
20596.94680749217,45357.44638989675,45.0,2.0,8.0,7.0,0.0,23.0,319848.5510533823,0.0
20000.0,23361.07550094165,68.0,4.0,1.0,1.0,0.0,23.0,149427.56573047704,1.0
31463.343140893347,40373.18635820925,70.0,0.0,10.0,5.0,400000.0,18.0,314898.5605197624,0.0
51176.083701906275,10910.70875332111,66.0,4.0,18.0,5.0,0.0,12.0,443408.5452538177,1.0
70492.05103062831,47658.39474711522,48.0,2.0,2.0,1.0,0.0,26.0,395921.66726130503,0.0
24192.998929542715,10617.439907520766,26.0,4.0,14.0,1.0,0.0,16.0,288257.8128856225,1.0
20000.0,10440.05169639566,78.0,3.0,8.0,2.0,0.0,23.0,34212.91677267344,0.0
20000.0,13673.812334869508,67.0,4.0,17.0,6.0,300000.0,1.0,7568.224809887866,1.0
137782.84068530035,0.0,35.0,1.0,16.0,1.0,800000.0,11.0,242165.74226403085,0.0
20000.0,10000.0,80.0,3.0,16.0,8.0,0.0,17.0,414858.34767699725,1.0
44939.95706956705,75000.0,41.0,3.0,7.0,0.0,900000.0,30.0,302673.7902792828,0.0
20000.0,10000.0,25.0,4.0,3.0,1.0,800000.0,15.0,208952.64660354008,1.0
103240.9244324402,0.0,52.0,4.0,10.0,3.0,0.0,2.0,182632.8187966174,0.0
21940.36053048954,16024.954250008774,35.0,4.0,4.0,4.0,500000.0,13.0,286675.14371012483,1.0
90340.18517639265,0.0,55.0,4.0,12.0,4.0,0.0,24.0,488364.0109802402,0.0
20000.0,18444.635129599574,67.0,4.0,8.0,6.0,300000.0,12.0,500000.0,1.0
128104.1807616801,0.0,75.0,3.0,16.0,6.0,300000.0,17.0,446962.32181615557,0.0
33273.60571071007,24421.595496045164,64.0,4.0,2.0,8.0,0.0,18.0,42043.753747086936,1.0
20000.0,46287.13769787352,48.0,3.0,5.0,5.0,400000.0,4.0,64290.32370592971,0.0
30906.670000369333,14098.85796202333,59.0,3.0,10.0,4.0,500000.0,1.0,500000.0,1.0
133904.9219397279,0.0,29.0,2.0,18.0,8.0,0.0,6.0,316445.1597328633,0.0
20000.0,10000.0,50.0,4.0,9.0,2.0,0.0,1.0,284056.23956218816,1.0
75575.63176712037,36944.973712500956,43.0,2.0,14.0,0.0,900000.0,11.0,222364.17621962563,0.0
40441.979336018165,10486.863493525356,20.0,3.0,9.0,0.0,0.0,20.0,14205.037071045299,1.0
88976.35076070373,0.0,26.0,0.0,4.0,6.0,300000.0,21.0,263465.0893934781,0.0
46803.72468591046,10000.0,80.0,4.0,16.0,3.0,600000.0,13.0,191509.78228162508,1.0
141201.05231068516,0.0,79.0,4.0,7.0,6.0,300000.0,12.0,294637.7571327872,0.0
20000.0,17567.489092914668,33.0,4.0,12.0,1.0,0.0,9.0,175671.2819450504,1.0
150000.0,0.0,41.0,0.0,0.0,6.0,300000.0,30.0,223696.82692331908,0.0
20000.0,10000.0,70.0,4.0,9.0,0.0,900000.0,21.0,399308.08138162066,1.0
95607.48985869242,0.0,31.0,3.0,8.0,1.0,800000.0,15.0,295447.26875219477,0.0
20000.0,12919.72916523327,80.0,4.0,2.0,8.0,100000.0,17.0,99751.19465618671,1.0
113109.410851884,0.0,66.0,2.0,18.0,1.0,0.0,30.0,116811.53864480191,0.0
20000.0,10000.0,67.0,4.0,12.0,1.0,800000.0,6.0,174535.61242472182,1.0
125198.49835619121,0.0,71.0,0.0,0.0,7.0,200000.0,18.0,203202.19696844587,0.0
54389.62186544405,10000.0,45.0,4.0,16.0,8.0,100000.0,5.0,198984.15528619447,1.0
41967.60931125192,75000.0,38.0,4.0,1.0,5.0,400000.0,7.0,273307.8465334843,0.0
47059.03867949837,21658.970691588187,51.0,4.0,19.0,5.0,0.0,1.0,380177.9203769925,1.0
112932.04187673835,0.0,34.0,2.0,13.0,3.0,600000.0,20.0,140923.9772827653,0.0
42393.450061360185,20190.790828157154,47.0,4.0,6.0,1.0,800000.0,6.0,115535.68794666584,1.0
126835.10170519949,0.0,52.0,0.0,1.0,5.0,0.0,27.0,337221.96382362104,0.0
36338.959089714364,18967.52646517694,22.0,3.0,7.0,8.0,100000.0,9.0,297220.353900344,1.0
86855.32055506193,0.0,41.0,3.0,19.0,5.0,0.0,22.0,404249.5566941796,0.0
20000.0,10000.0,27.0,4.0,3.0,0.0,900000.0,7.0,445997.16995585005,1.0
87424.92038710916,0.0,25.0,1.0,18.0,3.0,600000.0,18.0,302833.62041563785,0.0
20000.0,10934.808568935885,60.0,4.0,19.0,1.0,800000.0,9.0,352977.984968649,1.0
20000.0,64803.910167326016,63.0,4.0,5.0,2.0,700000.0,18.0,248407.68566233048,0.0
29614.316524161164,10712.497133098632,26.0,4.0,6.0,3.0,600000.0,15.0,493922.79433243704,1.0
110539.49458576186,0.0,75.0,1.0,1.0,8.0,100000.0,11.0,50523.64597255195,0.0
23598.242551705007,10000.0,37.0,4.0,6.0,4.0,500000.0,25.0,0.0,1.0
83784.12780253928,0.0,33.0,4.0,3.0,8.0,100000.0,23.0,46804.99577767112,0.0
24511.88705105374,10000.0,25.0,4.0,8.0,0.0,900000.0,14.0,207590.97698436983,1.0
76581.95452973837,0.0,74.0,0.0,3.0,1.0,0.0,24.0,402489.10812049813,0.0
43566.54548038406,19956.433865453193,65.0,4.0,10.0,5.0,400000.0,7.0,431092.8641173959,1.0
111863.58114037421,0.0,43.0,4.0,7.0,1.0,800000.0,22.0,223110.53891791633,0.0
20000.0,15819.302363413844,47.0,4.0,4.0,7.0,0.0,15.0,98318.0713171227,1.0
131281.4996195354,0.0,48.0,3.0,9.0,8.0,100000.0,8.0,482585.39196021925,0.0
27024.461186060165,31659.66294477158,47.0,4.0,14.0,1.0,800000.0,20.0,238759.46620161657,1.0
129787.3283357295,0.0,34.0,1.0,3.0,0.0,0.0,24.0,310048.418927074,0.0
44487.592738963824,10000.0,80.0,3.0,10.0,2.0,700000.0,13.0,209316.18767138035,1.0
26839.26491385342,25801.028993229236,20.0,4.0,10.0,8.0,100000.0,28.0,352576.1960016174,0.0
43619.42099787842,10000.0,39.0,4.0,19.0,6.0,0.0,15.0,75297.4690851587,1.0
115504.52923762627,0.0,49.0,2.0,6.0,6.0,300000.0,23.0,182488.86397782032,0.0
40399.09679517566,23679.83759511965,80.0,4.0,13.0,1.0,800000.0,23.0,303114.7592649059,1.0
143313.41212603945,0.0,68.0,2.0,3.0,5.0,400000.0,14.0,454748.5950106948,0.0
30025.062843750755,18546.979260110624,20.0,4.0,18.0,7.0,200000.0,14.0,147476.9091807259,1.0
109386.65803423784,0.0,61.0,4.0,3.0,5.0,0.0,25.0,496501.97493328695,0.0
27687.515374905117,18544.264389227643,53.0,4.0,4.0,2.0,700000.0,7.0,416640.9636100813,1.0
120727.03988377487,0.0,23.0,1.0,2.0,2.0,0.0,24.0,334884.4116228902,0.0
20000.0,13582.650035182052,20.0,4.0,11.0,7.0,200000.0,14.0,258837.7136525981,1.0
32665.252734624184,65101.39986955839,55.0,2.0,13.0,5.0,0.0,26.0,194818.59527402342,0.0
46570.58652384537,14948.662091031465,46.0,4.0,4.0,5.0,0.0,14.0,497167.9325241519,1.0
43752.62089856704,75000.0,57.0,1.0,4.0,2.0,0.0,2.0,493709.8018153943,0.0
45011.304551353445,11998.928405560076,33.0,4.0,19.0,0.0,900000.0,9.0,53906.73275901606,1.0
40334.247968420605,55839.29518748727,23.0,2.0,0.0,0.0,0.0,25.0,481486.3386257977,0.0
24252.480673108745,26447.723834619963,62.0,4.0,9.0,0.0,0.0,12.0,243235.68719544334,1.0
20333.550907032804,17882.91524677132,75.0,3.0,15.0,4.0,0.0,27.0,244633.76939299481,0.0
20000.0,13918.974259214252,62.0,3.0,16.0,5.0,400000.0,15.0,334442.531550209,1.0
150000.0,0.0,40.0,3.0,1.0,1.0,0.0,25.0,220515.1685240031,0.0
30526.799298181075,20316.883542097734,72.0,3.0,11.0,2.0,700000.0,14.0,96949.26767902143,1.0
36393.09142793158,75000.0,40.0,3.0,14.0,2.0,700000.0,21.0,426549.32131773495,0.0
20000.0,15451.57186215314,72.0,3.0,19.0,5.0,0.0,1.0,151338.93328916645,1.0
75654.48974168209,41156.020621580225,42.0,0.0,3.0,5.0,0.0,11.0,165549.39267702843,0.0
33922.480277505754,10000.0,56.0,4.0,3.0,3.0,0.0,8.0,80731.5323176509,1.0
50990.891917183406,10000.0,38.0,3.0,2.0,2.0,0.0,28.0,153076.13217807276,0.0
41458.48079354446,17239.127996972347,78.0,4.0,4.0,3.0,0.0,24.0,73987.75372114395,1.0
133683.57381706612,0.0,63.0,2.0,6.0,2.0,700000.0,1.0,174501.91564951593,0.0
20000.0,11304.910146060736,20.0,4.0,15.0,6.0,300000.0,20.0,500000.0,1.0
92363.81252465316,75000.0,59.0,3.0,17.0,6.0,300000.0,7.0,96995.5673401994,0.0
20000.0,20387.95524485032,59.0,4.0,14.0,1.0,0.0,2.0,0.0,1.0
99174.57655023874,0.0,38.0,2.0,17.0,3.0,0.0,20.0,240722.6228012738,0.0
29427.27609753693,13458.763981597082,41.0,4.0,11.0,8.0,100000.0,13.0,66703.4763676958,1.0
130922.39022553874,0.0,78.0,0.0,11.0,2.0,0.0,16.0,323715.4302045381,0.0
48082.19594601309,10000.0,29.0,4.0,18.0,3.0,600000.0,22.0,171019.93382045938,1.0
119087.09890522846,0.0,27.0,0.0,15.0,2.0,700000.0,28.0,92852.96535692195,0.0
27701.965131723115,10000.0,20.0,4.0,13.0,1.0,800000.0,1.0,114587.08929947218,1.0
24690.220928850176,57933.35218939958,52.0,0.0,6.0,5.0,0.0,16.0,346680.34079068335,0.0
20000.0,17634.667485490772,61.0,4.0,12.0,0.0,900000.0,18.0,273492.13494090916,1.0
104653.81991291253,0.0,27.0,4.0,15.0,4.0,0.0,7.0,452292.9097563574,0.0
49787.53802880021,10485.913437590778,28.0,4.0,11.0,4.0,0.0,6.0,303616.6268567251,1.0
131202.56534743065,0.0,23.0,3.0,1.0,3.0,600000.0,2.0,147118.39165509856,0.0
20000.0,23944.38522872466,71.0,4.0,4.0,5.0,0.0,8.0,416164.35622414417,1.0
135854.75486741273,0.0,55.0,3.0,5.0,8.0,0.0,26.0,247598.467031997,0.0
41350.21596084626,14848.181512622805,80.0,4.0,12.0,7.0,200000.0,17.0,372592.7736434126,1.0
20000.0,64698.201927767834,49.0,4.0,14.0,3.0,600000.0,11.0,328889.3150878711,0.0
28481.671818223185,10000.0,36.0,4.0,8.0,3.0,600000.0,12.0,143083.61191179644,1.0
103865.00322335507,0.0,20.0,0.0,19.0,5.0,0.0,21.0,172089.2932893876,0.0
26506.44989000434,10000.0,62.0,4.0,2.0,3.0,600000.0,7.0,500000.0,1.0
60454.44304852935,57822.47345788018,64.0,1.0,18.0,1.0,800000.0,4.0,64439.63930879179,0.0
36995.834036157336,11748.743605444222,34.0,3.0,7.0,8.0,100000.0,12.0,0.0,1.0
98839.03232021199,0.0,68.0,3.0,9.0,8.0,0.0,25.0,435318.1861209736,0.0
56664.92490701974,17255.941540744767,20.0,4.0,10.0,2.0,700000.0,5.0,0.0,1.0
75995.03256023368,0.0,21.0,0.0,1.0,5.0,0.0,30.0,490923.03960581083,0.0
56357.157477660025,10000.0,43.0,4.0,13.0,6.0,0.0,7.0,150305.86278223852,1.0
86991.17954215893,44709.52917517065,33.0,1.0,3.0,2.0,700000.0,10.0,58946.75006717772,0.0
20000.0,10000.0,65.0,3.0,9.0,1.0,0.0,5.0,389605.53652549663,1.0
59980.12491495949,31885.65081172078,80.0,3.0,19.0,5.0,400000.0,3.0,416994.07858662657,0.0
27321.544435390606,28489.79839286012,30.0,4.0,17.0,5.0,400000.0,17.0,359049.1186083022,1.0
57154.88019497677,62307.68122562833,33.0,0.0,12.0,6.0,300000.0,23.0,0.0,0.0
20000.0,10000.0,63.0,3.0,0.0,1.0,800000.0,13.0,500000.0,1.0
88272.76601740344,0.0,41.0,4.0,11.0,8.0,0.0,20.0,304280.37573461427,0.0
20000.0,16195.933943103124,50.0,3.0,6.0,2.0,700000.0,3.0,285565.6390501559,1.0
85947.04743032696,0.0,44.0,0.0,17.0,4.0,500000.0,25.0,266859.1219894221,0.0
20000.0,15982.022610799097,29.0,3.0,18.0,7.0,200000.0,19.0,71407.2595624195,1.0
129568.03157699728,0.0,46.0,0.0,6.0,7.0,0.0,23.0,306320.70084085834,0.0
36313.16731734802,25882.92219806662,41.0,4.0,17.0,1.0,0.0,20.0,249215.97047974775,1.0
140745.75436554162,0.0,24.0,4.0,15.0,6.0,0.0,8.0,75132.89273670345,0.0
20000.0,16443.206771940488,78.0,3.0,17.0,1.0,0.0,1.0,357536.2764863591,1.0
129835.28945237497,0.0,66.0,4.0,0.0,1.0,800000.0,11.0,446170.03420211514,0.0
20000.0,18596.9627377359,63.0,4.0,17.0,5.0,400000.0,2.0,359520.10915252595,1.0
91682.5209516733,0.0,50.0,0.0,9.0,3.0,600000.0,11.0,241586.98948069074,0.0
20000.0,22477.30607408507,56.0,4.0,0.0,4.0,500000.0,21.0,443785.1047828026,1.0
33245.0708767616,53288.67915426375,73.0,3.0,4.0,3.0,600000.0,17.0,180332.9170970431,0.0
20000.0,10347.504761051305,42.0,4.0,18.0,6.0,300000.0,14.0,0.0,1.0
98904.34928179313,0.0,34.0,2.0,4.0,2.0,0.0,3.0,231305.65255824928,0.0
20000.0,28020.11072602941,61.0,4.0,4.0,2.0,0.0,10.0,402999.4643242441,1.0
27677.370431632462,34734.73211807555,73.0,3.0,11.0,3.0,0.0,10.0,186931.35502659137,0.0
40459.94506980064,10000.0,48.0,4.0,1.0,6.0,300000.0,9.0,298468.9215593593,1.0
110366.54586847287,0.0,43.0,1.0,12.0,1.0,0.0,18.0,21529.945060169484,0.0
21129.403522297573,19378.562789112057,69.0,4.0,4.0,8.0,100000.0,20.0,117758.84860365848,1.0
149053.99056413426,0.0,44.0,2.0,3.0,4.0,500000.0,23.0,314819.0106743289,0.0
20000.0,20368.68168689254,80.0,4.0,7.0,8.0,100000.0,9.0,304083.86371294246,1.0
20000.0,34244.18743532202,38.0,1.0,5.0,4.0,0.0,4.0,301259.4705190368,0.0
20000.0,22199.28956597077,26.0,4.0,17.0,0.0,900000.0,5.0,187671.14040039334,1.0
150000.0,0.0,43.0,3.0,2.0,7.0,200000.0,18.0,116815.19341761855,0.0
39924.03255494365,10000.0,72.0,3.0,17.0,1.0,800000.0,17.0,0.0,1.0
150000.0,0.0,20.0,4.0,11.0,0.0,900000.0,22.0,278132.8413017977,0.0
45625.73791527238,23742.01171728847,73.0,4.0,6.0,1.0,0.0,13.0,19967.580837060144,1.0
113657.0158513381,0.0,33.0,3.0,15.0,7.0,0.0,18.0,287915.2701748463,0.0
27986.975405860598,21704.574260615223,80.0,4.0,11.0,1.0,0.0,19.0,500000.0,1.0
85304.90656195785,75000.0,64.0,1.0,11.0,7.0,0.0,16.0,372682.76113155694,0.0
41446.681632402295,21246.971530226274,47.0,4.0,4.0,2.0,700000.0,15.0,436030.0106946796,1.0
46119.00179197996,47262.15296283485,43.0,0.0,6.0,3.0,600000.0,27.0,350972.9752956639,0.0
30460.686823503343,10000.0,29.0,4.0,4.0,7.0,200000.0,13.0,0.0,1.0
107531.83450613427,0.0,21.0,2.0,19.0,3.0,600000.0,7.0,75490.01182253943,0.0
48603.181390285055,10000.0,49.0,3.0,18.0,2.0,700000.0,15.0,404053.9853418147,1.0
133923.60668248733,0.0,31.0,1.0,4.0,1.0,800000.0,26.0,0.0,0.0
20000.0,10000.0,38.0,4.0,14.0,3.0,0.0,6.0,4628.123957309057,1.0
77737.92943996769,0.0,58.0,3.0,19.0,1.0,0.0,21.0,160420.8958237674,0.0
20000.0,15753.267888115042,76.0,4.0,0.0,6.0,0.0,7.0,113060.65977432071,1.0
53886.1230192467,75000.0,79.0,1.0,9.0,5.0,0.0,15.0,247026.4099151809,0.0
45461.61306787105,14950.150134440039,69.0,3.0,12.0,7.0,200000.0,15.0,263582.0976622945,1.0
54953.62387087364,74949.10753213083,34.0,2.0,4.0,6.0,0.0,16.0,325078.62973300205,0.0
52280.94721045955,15145.034775276863,61.0,4.0,2.0,0.0,0.0,4.0,142573.69571545193,1.0
95437.29498739883,0.0,21.0,0.0,3.0,0.0,0.0,10.0,177100.42548816034,0.0
20000.0,20749.062527624137,20.0,4.0,6.0,8.0,100000.0,5.0,5603.032482668845,1.0
55590.186646810675,0.0,32.0,0.0,12.0,0.0,900000.0,17.0,188739.22496054904,0.0
58481.71605941012,10000.0,37.0,4.0,10.0,5.0,0.0,11.0,483512.53194145334,1.0
60718.65376366062,0.0,60.0,0.0,9.0,4.0,0.0,13.0,7053.137268299484,0.0
39292.28033312186,10000.0,31.0,3.0,6.0,8.0,100000.0,14.0,430496.8259128855,1.0
45905.62867678644,75000.0,54.0,4.0,0.0,8.0,100000.0,7.0,22626.185042184443,0.0
31282.120632965853,23096.077228255155,65.0,3.0,1.0,1.0,800000.0,5.0,391223.9029211372,1.0
95556.41056904408,0.0,41.0,3.0,6.0,0.0,900000.0,23.0,332865.6094246443,0.0
28962.55450986621,29124.533179549413,36.0,4.0,1.0,7.0,0.0,8.0,277178.4487626914,1.0
70867.55249549923,15909.146085947998,44.0,2.0,13.0,5.0,0.0,30.0,38885.27690849284,0.0
20000.0,16590.438500957156,20.0,3.0,10.0,3.0,600000.0,8.0,60456.812247559705,1.0
104151.67879332953,0.0,20.0,3.0,8.0,0.0,900000.0,2.0,231474.52595750493,0.0
