salary,commission,age,elevel,car,zipcode,hvalue,hyears,loan,target
134917.6824215293,0.0,21,3,15,5,400000.0,4,0.0,0.0
30571.8252149892,75000.0,59,3,6,0,900000.0,20,322537.3156124957,1.0
150000.0,0.0,73,2,14,3,0.0,7,23568.416932286986,0.0
119420.99544688071,0.0,70,3,19,5,400000.0,29,354367.89689077996,1.0
73118.53340012676,47705.13623622506,57,2,5,4,0.0,19,264418.8986469433,0.0
25740.455061714085,73778.2504623191,65,1,13,7,200000.0,28,105003.89434288006,1.0
91478.23042804915,0.0,26,2,0,7,200000.0,4,349527.12759016926,0.0
83805.17074994408,13746.63131469777,66,3,16,0,900000.0,9,372236.52960330714,1.0
100296.17874429292,0.0,20,0,16,7,0.0,30,89494.1763889427,0.0
49763.28100898067,36906.84135435091,44,0,12,0,900000.0,28,264323.20004391926,1.0
93447.67484897567,51337.61695795706,73,1,4,0,0.0,25,327034.5768023114,0.0
79852.15055418116,20528.952410934246,46,4,9,6,0.0,3,117072.88356597851,1.0
93205.64487811223,0.0,42,1,2,7,200000.0,30,297763.27371854126,0.0
38977.65778499583,71888.22682799192,49,3,16,3,600000.0,6,3415.3097006513854,1.0
29434.598305584386,10056.261912879068,78,1,5,8,0.0,17,100289.45821829636,0.0
68255.73211114336,75000.0,52,0,1,7,0.0,27,357632.46125630126,1.0
53067.48858939947,75000.0,20,0,2,8,0.0,27,346830.3088485013,0.0
41601.152387164264,33750.09090181732,48,4,8,5,0.0,21,431909.03356621024,1.0
64562.318850040225,75000.0,74,2,0,0,0.0,23,246466.45300064652,0.0
22900.392596275524,71334.79360494028,59,1,6,0,0.0,30,314593.9258179233,1.0
109633.99674276284,0.0,70,3,19,2,0.0,16,384387.91806563,0.0
124125.19820540336,0.0,32,2,2,4,0.0,13,222468.17570410756,1.0
86796.34499965746,0.0,80,4,15,3,600000.0,8,413796.24691022956,0.0
82872.8159590751,65626.88736324073,41,3,10,3,0.0,23,215196.74764897092,1.0
129935.27977359222,0.0,31,2,16,2,700000.0,13,222532.8533856158,0.0
147405.99283297439,0.0,48,1,18,0,0.0,17,129175.99661829355,1.0
100494.04858588669,0.0,65,1,12,8,100000.0,17,215093.45764506044,0.0
20000.0,12540.176923546087,31,2,7,5,400000.0,2,188917.24069515904,1.0
52507.58915549329,75000.0,67,0,19,1,800000.0,26,56273.950141845795,0.0
100790.58391780777,0.0,63,1,12,8,100000.0,23,47538.09250133309,1.0
40402.67546101353,66670.15329944044,20,0,11,7,0.0,15,34259.096422310286,0.0
78123.78905594206,0.0,55,0,1,5,400000.0,16,317127.26180053176,1.0
89173.03106401244,0.0,20,2,13,3,600000.0,7,208918.03437708272,0.0
102797.62377698865,0.0,45,2,4,5,400000.0,23,236840.786896377,1.0
70514.85294249235,36868.36162392135,27,3,15,1,800000.0,21,306276.2342226582,0.0
76502.5204325529,0.0,32,4,13,6,300000.0,20,159527.50402608782,1.0
46427.38976948549,64558.04465158834,49,3,8,2,0.0,30,46964.44140825157,0.0
126959.64912006876,0.0,32,2,10,1,0.0,21,87810.04916106808,1.0
122822.28737986664,0.0,29,4,17,8,100000.0,22,400671.9561546356,0.0
37327.73198361903,42884.55801816021,58,1,16,5,400000.0,13,75119.86428451001,1.0
138611.29010158998,0.0,73,1,13,6,300000.0,15,83604.9843692105,0.0
53903.126516090124,57940.21702955329,47,0,18,0,0.0,20,88900.58425753463,1.0
150000.0,0.0,63,1,4,7,0.0,25,0.0,0.0
96619.91855755787,0.0,64,4,8,0,0.0,23,64357.79832852531,1.0
45305.482338441754,59787.90627245702,80,0,18,7,200000.0,10,447338.2633358452,0.0
98580.97776382933,0.0,58,3,17,1,800000.0,20,370535.6559790523,1.0
89780.46376234668,0.0,20,4,7,3,0.0,30,414165.71399578894,0.0
41335.56067976932,75000.0,48,2,19,7,200000.0,11,43071.466474566,1.0
20000.0,61794.20679390308,41,3,2,3,600000.0,26,348277.61667062587,0.0
67443.47368785822,0.0,51,2,14,6,0.0,7,249606.8540528644,1.0
141286.03513644074,0.0,72,0,7,4,0.0,19,473680.95738172554,0.0
80004.51057651895,24159.173760046935,63,0,12,5,400000.0,9,74525.93577239575,1.0
96672.08816362622,0.0,70,4,10,4,0.0,26,141106.84892362988,0.0
125618.21903264352,0.0,33,1,8,4,500000.0,25,472609.30351986014,1.0
56325.58169891489,29078.180817934066,33,4,14,2,700000.0,7,242988.35767750407,0.0
60156.1693693967,25192.2663624416,54,1,18,5,0.0,1,87366.04564817749,1.0
34057.27756078705,36653.36923143602,24,4,3,6,300000.0,11,420154.39822418464,0.0
149196.51510532835,0.0,47,3,13,4,500000.0,9,329508.17152544344,1.0
22743.298292574033,75000.0,32,2,4,2,0.0,12,367511.4425755207,0.0
35612.76057263592,10000.0,40,0,12,1,800000.0,1,239217.25342803547,1.0
123602.81414510767,0.0,60,1,0,3,600000.0,30,430447.3904523797,0.0
51679.786225262935,27354.891604354278,53,4,9,2,0.0,4,366573.1263549499,1.0
82078.06746567464,0.0,44,0,4,5,0.0,15,289055.348199193,0.0
117746.2554325684,0.0,42,1,9,6,0.0,30,423938.76156777557,1.0
63741.05783175272,0.0,66,1,19,7,0.0,14,343730.7375038828,0.0
78436.56191731957,0.0,53,4,13,2,0.0,20,99020.12977354704,1.0
94773.82789219928,0.0,45,1,18,6,0.0,18,420181.4491978611,0.0
86323.53870439035,0.0,48,0,2,8,100000.0,30,258684.54054206435,1.0
84633.27569179106,0.0,77,2,14,3,600000.0,26,18933.45701145032,0.0
51687.93950529526,62395.37754941807,43,1,13,2,0.0,12,118820.5254957773,1.0
95628.28454525999,0.0,74,4,12,1,0.0,28,40597.7295694105,0.0
49678.159450559906,21250.48578750541,47,2,19,4,0.0,3,322235.34447813313,1.0
27909.522559654335,75000.0,20,4,6,8,0.0,19,347242.02597336605,0.0
101602.60158056664,0.0,39,2,5,5,400000.0,7,381135.9193918852,1.0
119051.14241917839,0.0,29,3,16,5,400000.0,25,0.0,0.0
88643.96465433738,0.0,32,4,3,6,0.0,1,302435.28852600715,1.0
71638.2872483144,25697.678034611276,65,4,19,5,0.0,26,285577.60897758685,0.0
57860.72183575627,0.0,49,3,0,0,0.0,28,123121.26957330518,1.0
119172.94709522957,0.0,24,4,8,8,0.0,18,0.0,0.0
51654.70649931505,25191.99244995832,45,3,11,4,500000.0,20,439054.5910438765,1.0
104476.66317114416,0.0,20,4,19,8,0.0,24,103342.53311584226,0.0
71163.46511670432,0.0,52,0,15,5,0.0,14,297839.23049095576,1.0
20000.0,75000.0,80,4,16,3,600000.0,25,295378.9681801538,0.0
142435.67673985328,0.0,44,4,14,2,700000.0,18,500000.0,1.0
34099.78500448641,44382.859608557315,23,4,7,7,0.0,21,287964.1468643141,0.0
77610.81139476028,0.0,46,2,13,1,0.0,14,334835.85210305476,1.0
20958.307971289963,66112.02240337139,25,4,16,1,800000.0,29,500000.0,0.0
82509.98851727869,19829.526554336124,54,0,3,5,400000.0,18,16333.017128167925,1.0
105313.39840968572,0.0,20,2,2,6,300000.0,22,493617.530262666,0.0
128931.25351736465,0.0,55,1,12,0,0.0,27,21714.046517597802,1.0
24769.56853715938,18111.535154295958,50,2,7,7,200000.0,13,271237.8542449965,0.0
121654.56073122025,0.0,57,1,1,8,100000.0,13,254833.03202742926,1.0
75136.25685949794,0.0,80,2,10,3,600000.0,21,401877.0968326329,0.0
130953.9461808597,0.0,55,3,8,0,0.0,7,364251.9147366577,1.0
70878.6967172046,75000.0,80,3,9,5,0.0,17,344590.5837435829,0.0
77352.76336092042,21703.703061951743,46,1,14,6,300000.0,6,0.0,1.0
93614.37511450647,0.0,71,0,15,8,0.0,15,238403.14080090023,0.0
99828.82835879743,0.0,33,3,17,6,300000.0,13,119449.33448570422,1.0
39986.71078790384,43214.11936312809,26,1,18,6,0.0,7,387457.4820189212,0.0
145610.77147903855,0.0,67,3,12,2,700000.0,14,197487.82741238872,1.0
109816.91940007651,0.0,67,2,3,1,800000.0,4,167852.60543847014,0.0
61645.511528448405,0.0,57,1,7,7,200000.0,24,352566.87925876345,1.0
133839.9689610899,0.0,64,0,5,7,0.0,24,395594.7678559991,0.0
20000.0,75000.0,56,1,7,3,0.0,26,227061.03830160323,1.0
75712.41763304383,71176.08475074901,57,4,8,0,0.0,20,103127.18746650175,0.0
128635.05887675477,0.0,42,0,15,2,0.0,6,30952.600395821035,1.0
150000.0,0.0,20,4,8,0,900000.0,15,160352.68046190473,0.0
56217.475249118754,55659.674913378374,58,3,13,1,0.0,8,162932.94990447946,1.0
103839.57703944837,0.0,76,1,16,7,0.0,2,317734.3847924946,0.0
126266.37306924221,0.0,41,1,1,6,300000.0,14,39251.77052444641,1.0
104673.26951737172,0.0,23,2,7,4,0.0,11,0.0,0.0
22553.490178454347,50881.28963191743,57,1,8,5,400000.0,26,442415.7999722174,1.0
126444.71234671006,0.0,36,1,3,4,500000.0,7,0.0,0.0
78782.08765276216,0.0,47,2,0,0,0.0,19,406001.2465426153,1.0
138864.23416363573,0.0,80,3,3,0,0.0,14,424071.1718780709,0.0
137647.40191284078,0.0,48,3,5,4,0.0,18,197768.92407133372,1.0
150000.0,0.0,71,3,17,4,500000.0,21,0.0,0.0
83515.12311697635,0.0,40,4,15,7,0.0,6,329393.0070468801,1.0
136871.9955918138,0.0,80,4,15,4,0.0,23,206341.54756100447,0.0
126389.09077248741,0.0,49,3,9,4,0.0,6,335735.1036081207,1.0
54929.889091185716,19687.727355546725,31,1,4,2,0.0,23,257993.37425637353,0.0
64467.38001263596,10000.0,57,4,14,6,300000.0,28,69209.68653749148,1.0
20000.0,69367.98275860616,25,3,13,7,200000.0,20,169631.5243999585,0.0
108585.43357250789,0.0,54,4,9,8,0.0,1,137521.90861372754,1.0
59090.02347314937,26847.292902346904,80,3,6,3,600000.0,27,500000.0,0.0
78040.75093247929,0.0,45,0,12,1,800000.0,10,44322.433946921636,1.0
77642.94080635635,31073.150397963112,60,1,7,5,0.0,19,311532.74035386747,0.0
58699.39389807505,0.0,32,1,11,6,300000.0,20,211165.5270400097,1.0
46026.0470793489,44052.59318108608,73,2,5,6,0.0,9,87225.60779904592,0.0
124295.89286703408,0.0,30,4,12,4,500000.0,13,159700.04191819264,1.0
49566.597149930174,26192.798665399678,58,1,1,2,700000.0,16,121197.43737254628,0.0
44298.70412037345,32357.679446307815,51,0,13,5,0.0,22,468878.9640432243,1.0
93535.97173667543,0.0,71,2,14,2,0.0,7,214920.06817748086,0.0
95457.56096829234,0.0,53,4,0,5,400000.0,21,233565.98142257152,1.0
118600.5823814372,0.0,28,4,12,2,0.0,1,189059.15194239453,0.0
150000.0,0.0,50,3,12,0,0.0,22,109346.85344860329,1.0
125226.43791665108,0.0,39,1,3,2,0.0,22,95757.74945310829,0.0
150000.0,0.0,48,2,18,0,900000.0,22,197738.81068685866,1.0
71514.84652633188,0.0,66,4,3,4,0.0,24,328772.6131247001,0.0
80885.29644506167,42526.75922440272,46,0,2,4,0.0,18,166808.63673772043,1.0
76942.8828059349,0.0,74,4,17,5,0.0,27,190302.04514379325,0.0
20000.0,22690.217863531434,52,1,1,4,0.0,27,6517.327786171954,1.0
82002.83086518908,0.0,64,2,2,7,200000.0,13,461740.6782574678,0.0
65237.640609483526,0.0,51,3,9,8,100000.0,9,500000.0,1.0
43465.80811153572,75000.0,43,0,4,3,600000.0,22,246332.22225855914,0.0
44689.98332971235,73389.95026249131,60,4,0,0,900000.0,13,372459.72919671645,1.0
76010.55245142916,10000.0,30,4,7,0,0.0,23,183247.24777018532,0.0
99548.85598311113,0.0,41,1,2,8,100000.0,22,49428.18312187256,1.0
104762.3898996755,0.0,80,1,18,4,500000.0,30,90253.2161033338,0.0
52338.45260217026,61785.76180157713,43,3,11,3,0.0,3,405380.3155738642,1.0
76835.55619439052,0.0,27,0,19,5,400000.0,9,91381.56106217728,0.0
30428.922644235772,60101.4137979032,48,2,12,3,600000.0,30,103898.61627410511,1.0
123657.40202785436,0.0,46,1,19,0,0.0,1,305111.856878392,0.0
46420.78746959403,28088.257644633304,48,3,14,8,0.0,7,407066.8207803316,1.0
20000.0,71382.77543554654,29,0,5,0,0.0,7,279477.07695852884,0.0
128782.7832811882,0.0,65,0,17,5,400000.0,14,375439.3986236821,1.0
107824.76047279732,0.0,30,4,12,7,200000.0,20,303344.561685075,0.0
82676.49751660647,0.0,62,4,17,7,200000.0,7,126483.43815135307,1.0
43703.772298839496,24845.142186846795,80,2,0,3,0.0,17,0.0,0.0
62270.29297159609,66845.9825718076,57,1,18,7,0.0,26,453261.5551737342,1.0
48655.13451242776,47681.73960945171,74,2,6,4,0.0,22,51768.280497243904,0.0
113406.81803867895,0.0,56,4,2,8,100000.0,30,347118.52468085656,1.0
143978.94413302472,0.0,28,1,3,7,0.0,30,147947.02691217817,0.0
114632.1209734488,0.0,46,4,15,0,0.0,1,0.0,1.0
111585.83164313935,0.0,24,4,9,2,700000.0,6,500000.0,0.0
102386.09830341542,0.0,42,2,7,5,400000.0,29,488127.0080490535,1.0
107013.2668207268,0.0,61,1,13,2,0.0,18,78452.69170691265,0.0
147790.4995592159,0.0,66,4,1,0,0.0,27,262866.0237054218,1.0
60451.51177867926,31037.225991750838,20,0,17,5,0.0,28,32563.67109966103,0.0
59746.21404383071,0.0,48,1,5,1,0.0,12,244180.18535220795,1.0
114196.55604052864,0.0,74,4,3,5,400000.0,23,222711.29205274038,0.0
38363.924494593484,57909.80524808432,37,3,14,2,0.0,27,302946.6419791513,1.0
53928.318564885514,61556.035689316326,36,1,19,0,0.0,27,156559.21152124408,0.0
54458.063604587864,0.0,38,0,0,7,200000.0,2,393841.1856827547,1.0
124406.15138713263,0.0,57,1,10,0,900000.0,9,0.0,0.0
63729.59227766005,54454.091202624164,58,3,8,2,0.0,11,220588.25253581174,1.0
91554.49411660248,0.0,70,2,5,2,0.0,10,30058.06090476323,0.0
112619.96892462167,0.0,37,4,0,5,400000.0,28,174284.32157953054,1.0
149367.15331953613,0.0,80,2,0,4,0.0,3,244010.87961492845,0.0
150000.0,0.0,55,1,17,5,0.0,1,209781.3426901829,1.0
82171.49197658109,0.0,61,1,11,2,0.0,15,37651.11201172814,0.0
100854.7966563408,0.0,47,0,3,2,700000.0,22,163132.58922597748,1.0
150000.0,0.0,39,1,18,4,500000.0,2,59830.27790623659,0.0
75925.7913737823,0.0,56,0,11,1,800000.0,24,201686.8468100747,1.0
47181.066694531415,24238.615777106108,64,4,16,8,0.0,18,218246.62610006853,0.0
20000.0,44386.14487118289,57,2,3,0,0.0,1,171877.8874417612,1.0
47856.06133075489,75000.0,79,0,10,0,900000.0,12,500000.0,0.0
150000.0,0.0,50,4,2,4,500000.0,12,450641.5350862977,1.0
42088.30827830023,36540.87609779335,75,3,3,8,100000.0,16,305210.7058506407,0.0
134921.1909741731,0.0,49,1,13,1,0.0,14,380369.3192063638,1.0
96219.24795127568,0.0,72,2,14,0,0.0,10,80648.13433242662,0.0
103338.12918996613,0.0,64,2,13,1,0.0,23,484017.8060170873,1.0
150000.0,0.0,24,4,14,5,400000.0,24,387097.76482321613,0.0
29243.919924076974,27807.84748571325,32,1,19,3,0.0,12,241667.70951348377,1.0
61196.432809486345,62101.15755843036,34,3,11,1,0.0,8,152605.687332089,0.0
48090.43882155683,41197.06121664268,40,4,8,5,400000.0,13,108811.79345118924,1.0
108583.49965019259,0.0,27,0,3,7,0.0,9,361800.18514490884,0.0
25448.4416154215,50042.30050853438,58,3,2,0,0.0,4,19689.53697394954,1.0
62062.32138561286,61769.57581408415,23,4,4,8,0.0,22,45885.0501341742,0.0
127326.02154286102,0.0,38,3,9,3,600000.0,2,89324.87046937764,1.0
47820.415230298604,11886.01342431496,30,1,12,6,300000.0,29,200458.97038522622,0.0
98783.76198463733,0.0,48,4,2,7,200000.0,19,432076.74738959374,1.0
55018.33013344473,62082.06679668608,79,4,8,4,500000.0,14,451554.3145021006,0.0
20000.0,63712.91998522768,58,4,5,4,500000.0,7,448619.2029663832,1.0
117229.64614496217,0.0,71,4,13,0,0.0,8,246671.97107388967,0.0
117186.32301608348,0.0,55,2,14,3,600000.0,20,431898.19305399875,1.0
75015.62464663226,14022.883903557726,39,0,15,4,0.0,21,259523.6908872759,0.0
77715.15060792155,22207.377220931125,57,4,18,0,900000.0,30,500000.0,1.0
150000.0,0.0,75,1,6,1,800000.0,5,389723.75884346984,0.0
92610.19647995084,0.0,41,0,7,1,800000.0,21,359571.87459933356,1.0
76306.20741815411,0.0,25,2,10,8,0.0,30,96060.24991675543,0.0
139699.0697334078,0.0,44,3,13,2,0.0,18,60244.080366786904,1.0
69626.37130731455,10000.0,60,3,3,7,0.0,9,213520.28930663218,0.0
35797.903840476254,10000.0,53,4,1,6,300000.0,21,201425.3854842871,1.0
116470.37462801645,0.0,43,4,14,7,0.0,1,393901.0018170612,0.0
20000.0,20210.369184343494,48,1,17,2,700000.0,29,140916.3657380593,1.0
20000.0,16479.43779028244,32,3,4,8,100000.0,19,307937.0549950218,0.0
40696.248267597606,39154.995512454836,47,2,1,8,0.0,23,254963.28401813205,1.0
101962.66542956076,0.0,79,0,7,7,200000.0,11,136436.0974383712,0.0
88164.9514516344,0.0,62,2,8,3,600000.0,1,461786.0939248457,1.0
135766.1271296347,0.0,24,2,17,6,300000.0,16,464169.90007751784,0.0
91807.7594213541,32032.137306331053,30,4,14,1,800000.0,30,500000.0,1.0
150000.0,0.0,20,1,11,5,400000.0,12,101635.69408015325,0.0
128593.83878069409,0.0,53,4,8,8,0.0,29,146074.69340740237,1.0
20000.0,62092.10524580097,30,1,3,7,0.0,3,14515.399712757371,0.0
101071.48893622252,0.0,45,0,8,0,900000.0,5,255685.29160414857,1.0
67744.89818003034,47823.56901745923,49,3,1,7,200000.0,6,304923.2471273904,0.0
87209.48136839429,0.0,40,3,2,8,0.0,27,419029.5687504746,1.0
46170.42832953892,38929.437481658526,77,3,19,0,900000.0,23,312589.09984471335,0.0
85946.42077834798,0.0,54,3,16,3,600000.0,18,101936.07634725863,1.0
121388.29336725213,0.0,80,0,9,8,0.0,26,87102.57332174516,0.0
81502.00424731836,59948.525659504696,42,2,1,6,0.0,17,233184.08255300942,1.0
79134.70709904659,74824.7931868348,51,3,12,4,500000.0,29,152872.5743787617,0.0
65506.152865489625,0.0,48,3,8,8,100000.0,25,165170.76389389072,1.0
21892.358748858733,67123.64805883622,39,2,1,6,0.0,17,402426.35416229255,0.0
20000.0,75000.0,33,2,15,4,500000.0,13,47660.02038236997,1.0
126372.28215344265,0.0,63,1,6,8,100000.0,4,266714.80280884693,0.0
67736.97956559982,0.0,47,1,12,4,0.0,8,31665.522074953813,1.0
133402.9907359378,0.0,68,4,7,5,400000.0,5,283691.4292808189,0.0
40161.517013985016,67709.27961002605,53,3,10,3,0.0,26,23929.947252455167,1.0
48098.204088434126,50773.44632510998,20,3,16,0,0.0,8,211162.50629773678,0.0
150000.0,0.0,59,3,0,1,0.0,2,307615.31004256447,1.0
94304.86382088241,0.0,39,3,10,0,0.0,10,359511.8512928354,0.0
58307.89683444057,31840.080615833693,43,4,5,6,300000.0,24,399330.92439495836,1.0
67856.81120808529,0.0,31,4,7,0,900000.0,20,0.0,0.0
59085.31078559959,66192.2395390127,43,2,15,4,0.0,1,0.0,1.0
119127.11772068408,0.0,59,4,1,8,100000.0,25,26150.232646738026,0.0
87798.92268517855,54337.679647644014,44,2,2,7,200000.0,21,500000.0,1.0
122706.84609074904,0.0,80,1,5,6,0.0,30,285493.48465559,0.0
65875.91796648077,0.0,66,4,19,5,0.0,11,237538.8239452087,1.0
113637.59515849504,0.0,27,0,9,7,0.0,30,248339.5897313727,0.0
143933.87454368774,0.0,57,1,0,4,0.0,22,157943.2979160646,1.0
80250.63997675676,0.0,80,4,17,3,600000.0,15,301910.7137351548,0.0
92903.90187339025,11044.709934368206,49,0,6,7,200000.0,28,248430.78796217797,1.0
50121.00325062115,53050.584049346086,80,3,4,4,500000.0,1,343363.9689901888,0.0
72332.00169217959,67924.11267448499,53,0,16,5,0.0,18,19257.67057579341,1.0
128377.60107500067,0.0,71,1,1,0,0.0,9,200744.4489308685,0.0
142133.51184509357,0.0,47,2,11,6,0.0,8,367799.6355118562,1.0
93934.28157633371,0.0,73,0,1,4,0.0,25,223795.117054181,0.0
80330.38690860389,59137.94727968269,42,4,16,3,600000.0,17,244815.72698849146,1.0
77408.6018203399,65216.816547540875,20,4,2,8,0.0,15,401119.0022461544,0.0
121672.72457996343,0.0,60,0,6,0,900000.0,29,98191.1060507391,1.0
52271.217372807754,10000.0,29,1,12,0,0.0,16,262423.45705404493,0.0
94281.05827724865,0.0,32,0,10,7,200000.0,7,104577.50324366597,1.0
86368.9965956134,52808.656260824966,48,3,8,2,700000.0,6,320997.4838555087,0.0
63474.29697768916,75000.0,50,0,17,8,0.0,16,256905.2363234996,1.0
20000.0,10000.0,22,3,2,7,0.0,6,276187.5064661179,0.0
